word	pronunciation	occurrences	mean length of utterance
self	s ah f	1	0.22
self	s ah l f	2	0.348
self	s eh l f	11	0.304090909090909
selfish	s eh l f ih sh	4	0.5115
selflessness	s eh l f l ah s n eh s	1	1.21
sell	s ah l	2	0.2725
sell	s eh	1	0.265
sell	s eh l	22	0.279727272727273
selling	s ah l ih ng	1	0.303
selling	s eh l ah nx	1	0.442
selling	s eh l en	1	0.246
selling	s eh l ih n	1	0.244
selling	s eh l ih ng	5	0.3158
sells	s eh l z	1	0.57
semester	s em eh s t er	2	0.5365
semesters	s ah m eh s t er z	1	0.637
semesters	s em eh s t er s	1	0.514
semesters	s m eh s t er z	1	0.34
semi	eh m ay	1	0.294
semi	s ah m ay	1	0.548
semi	s eh m ay	1	0.329
seminar	s eh m ah n aa r	1	0.607
seminaries	s eh m eh n eh r iy z	1	0.575
seminars	s eh m ah n aa r z	1	0.748
seminars	s eh m ah nx aa r z	1	0.64
senate	s eh n ah t	1	0.524
senate	s eh nx ih	1	0.362
senator	s eh n ih d er	1	0.629
senators	s eh nx eh d er z	1	0.517
senators	s eh nx ih t er z	1	0.556
send	s eh n	21	0.242380952380952
send	s ehn d	1	0.21
send	s eh n d	12	0.323166666666667
send	s eh n dx	1	0.368
send	s eh n jh	2	0.401
send	s eh nx	1	0.266
sending	s eh dx ih	1	0.282
sending	s eh n d ih ng	1	0.539
sending	s eh n d iy ng	1	0.459
sending	s eh n ih ng ih	1	0.27
sending	s eh n n ih ng	1	0.312
sending	s eh nx ih ng	2	0.251
senior	sh iy n y ah r	1	0.398
senior	s iy nx y er	6	0.406666666666667
senior	s iy n y er	21	0.399380952380952
senior	s iy n y ih	1	0.307
senior	s iy n y ih r	2	0.3255
seniors	s iy n y er z	2	0.3985
sensational	s en s ey sh el	1	0.648
sensational	s en s ey sh en el	1	0.79
sensationalism	s en s ey sh ah n el ih z em	1	1.11
sensationalize	s en s ey sh ah n el ay z	1	0.93
sensationalizing	s en s ey sh l ay s iy nx	1	1.06
sense	s ah n t s	2	0.35
sense	s eh n d s	1	0.425
sense	s eh n s	26	0.404038461538461
sense	s ehn tq s	1	0.369
sense	s eh n t s	6	0.335
sense	s ehn t s	2	0.463
sense	s eh n t s	2	0.5
sense	s eh n z	1	0.177
senseless	s eh s l uw s	1	0.468
sensible	s eh n s b el	1	0.472
sensitive	s eh n s ih d ih f	1	0.619
sensitive	s eh n s ih d ih v	2	0.562
sensitive	s eh n s ih dx ih v	2	0.5385
sent	s eh m	1	0.281
sent	s eh n	1	0.243
sent	s eh n t	6	0.275666666666667
sent	s ehn tq	2	0.3005
sent	s eh nx	4	0.235
sent	s eh tq	1	0.22
sentence	s eh n t ah n s	1	0.83
sentence	s eh n tq en s	1	0.35
sentence	s ehn tq en s	1	0.415
sentence	s eh tq en s	4	0.353
separate	s ah v ah	1	0.252
separate	s eh p ah r ah t	2	0.478
separate	s eh p ah tq	1	0.326
separate	s eh p er	1	0.325
separate	s eh p er ey t	1	0.484
separate	s eh p er ey tq	1	0.465
separate	s eh p er tq	4	0.3475
separate	s eh p r ah tq	1	0.306
separate	s eh p r ey dx	1	0.423
separate	s eh p r ey tq	1	0.43
separate	s eh p r ih tq	1	0.393
separated	s eh p ah r ey t ah d	1	0.72
separated	s eh p er ey dx eh d	1	0.54
separated	s eh p r ey dx ih d	1	0.544
separates	s eh p r ey t s	1	0.614
separating	s eh p r ey	1	0.29
seperately	s eh p er ah tq l iy	1	0.648
september	s eh p t ah er	1	0.539
september	s eh p t eh m b er	3	0.663333333333333
september	s eh p t eh m er	1	0.639
sequence	s iy k w eh n s	1	0.585
sequences	s iy k w ah n s ah z	1	0.8
sergeant	s aa r jh ahn	1	0.322
sergeant	s aa r jh en	1	0.362
sergeant	s ah r jh ih n tq	1	0.45
serials	s iy r iy el z	1	0.517
series	s ih r iy z	1	0.597
serious	s er ah ih s	1	0.389
serious	s ih r ah s	1	0.33
serious	s ih r iy ah s	1	0.536
serious	s ih r iy ih s	2	0.5545
serious	s ih r sh	1	0.246
serious	s iy r ih ih s	1	0.503
serious	s iy r ih s	1	0.429
serious	s iy r iy ah s	8	0.569625
serious	s iy r iy eh s	1	0.62
serious	s iy r iy ih s	7	0.493428571428571
serious	s iy r iy s	1	0.483
seriously	s ih r iy ih s l iy	2	0.644
seriously	s ih r iy s l iy	1	0.519
seriously	s iy r iy ah s l iy	1	0.703
seriously	s iy r iy ih s l iy	1	0.763
seriously	s iy r iy s l iy	1	0.542
sermon	s er m ah nx	1	0.347
sermon	s r m ah n	1	0.364
servants	s ah r v eh n t s	1	0.399
serve	s ah r v	1	0.297
serve	s er	1	0.251
serve	s er v	2	0.2615
served	s ah r v	1	0.335
served	s ah r v d	1	0.523
served	s er v d	1	0.346
served	s er v t	1	0.424
server	s er v er	3	0.323666666666667
service	s ah r v ah s	2	0.4105
service	s ah r v eh s	1	0.591
service	s ah r v ih s	2	0.401
service	s er ah s	1	0.396
service	s er s	1	0.373
service	s er v ah hhn	1	0.552
service	s er v ah s	11	0.492363636363636
service	s er v eh s	2	0.5585
service	s er v er s	1	0.35
service	s er v ih s	25	0.48496
service	s er v r ih s	1	0.607
service	s er v r ih sh	1	0.416
service	s er v s	1	0.332
service	s er v uh s	1	0.329
service	sh er ah s	1	0.394
services	s ah r v eh s ih z	1	0.744
services	s er v ah s ah s	1	0.503
services	s er v ah s ah z	1	0.62
services	s er v ah s ih z	2	0.725
services	s er v ah z ah z	1	0.616
serving	s ah r v ih ng	1	0.533
serving	s er v iy n	1	0.337
sesame	s eh s em iy	1	0.456
sesame	s eh s m iy	1	0.384
set	s ah tq	1	0.15
set	s eh	3	0.134
set	s eh d	3	0.266
set	s eh dx	18	0.2295
set	s eh t	16	0.2506875
set	s eh tq	9	0.259888888888889
sets	s eh t	1	0.164
sets	s eh t s	2	0.543
setting	s eh d iy ng	1	0.634
setting	s eh dx eyn ng	1	0.671
setting	s eh dx ih ng	6	0.3765
setting	s eh dx iy ng	4	0.5295
setting	s eh t en	1	0.166
setting	s eh tq iy ng	1	0.316
settle	s eh dx el	4	0.389
settled	s eh dx el d	4	0.43775
settled	s eh dx el dx	2	0.348
settled	s eh t el d	1	0.43
settlement	s eh dx ah m ah n	1	0.432
settlement	s eh dx el m ihn t	1	0.631
settlement	s eh dx l ah m ah	1	0.41
settling	s ah dx el ih n	1	0.488
settling	s eh dx ah l ih ng	1	0.568
settling	s eh dx el ih ng	1	0.568
setup	s eh dx ah p	2	0.572
seven	s ah v eh n	1	0.497
seven	s eh em	1	0.343
seven	s eh m	1	0.259
seven	s eh v ah	2	0.244
seven	s eh v ah n	11	0.301636363636364
seven	s eh v ahn	1	0.327
seven	s eh v ah n	21	0.418952380952381
seven	s eh v ah nx	2	0.2775
seven	s eh v eh n	12	0.434666666666667
seven	s eh v eh nx	1	0.268
seven	s eh v en	10	0.3249
seven	s eh v ih	1	0.255
seven	s eh v ih n	9	0.358222222222222
seven	s eh v ih nx	1	0.424
seven	s eh v n	1	0.329
seven	s eh v uh n	1	0.635
seven	s ih b em	1	0.209
seven	s ih v ah n	1	0.425
seven	s s eh v ah n	1	0.392
seven	t s eh v ah n	1	0.298
seventeen	s eh en t iy n	1	0.522
seventeen	s eh v ah n t iy	1	0.444
seventeen	s eh v ah n t iy n	6	0.630166666666667
seventeen	s eh v eh n t iy n	4	0.7385
seventeen	s eh v eh n t iy nx	1	0.558
seventeen	s eh v en t iy n	1	0.527
seventeen	s eh v ih n t iy n	7	0.576428571428571
seventeen	s eh v ih n t iy nx	1	0.574
seventeen	s eh v uh n t iy n	1	0.746
seventeenth	s eh v ih n t iy n th	1	0.565
seventh	s ah en th	1	0.28
seventh	s ah v ah n th	1	0.301
seventh	s eh v ah n th	7	0.378571428571429
seventh	s eh v eh n th	3	0.369333333333333
seventh	s eh v en th	1	0.323
seventh	s eh v ih n th	1	0.28
seventh	s eh v n th	1	0.3
seventies	s eh v ah n d iy z	2	0.673
seventies	s eh v ah n iy z	2	0.6225
seventies	s eh v ah nx iy z	1	0.507
seventies	s eh v ih n d iy s	2	0.6445
seventies	s eh v ih n d iy z	1	0.561
seventy	k s eh v ah n t iy	1	0.402
seventy	s ah v ah nx iy	1	0.344
seventy	s ah v en nx iy	2	0.356
seventy	s ah v n iy	1	0.384
seventy	s eh nx iy	1	0.27
seventy	s eh v ah dx iy	2	0.306
seventy	s eh v ah n dh iy	1	0.406
seventy	s eh v ah n d ih	1	0.352
seventy	s eh v ah n d iy	12	0.5035
seventy	s eh v ah n dx iy	1	0.43
seventy	s eh v ah n iy	2	0.351
seventy	s eh v ahn n dx iy	1	0.397
seventy	s eh v ah n t iy	2	0.4135
seventy	s eh v ah nx ih	1	0.286
seventy	s eh v ah nx iy	5	0.352
seventy	s eh v ah t iy	1	0.67
seventy	s eh v eh n d iy	4	0.49875
seventy	s eh v eh n iy	1	0.284
seventy	s eh v eh n t ih	1	0.411
seventy	s eh v eh n t iy	1	0.497
seventy	s eh v eh nx iy	2	0.322
seventy	s eh v en d iy	6	0.370833333333333
seventy	s eh v en dx iy	3	0.341666666666667
seventy	s eh v en iy	1	0.28
seventy	s eh v en t iy	1	0.474
seventy	s eh v ih	1	0.265
seventy	s eh v ih n d iy	1	0.439
seventy	s eh v ih n dx iy	2	0.4645
seventy	s eh v ih n iy	1	0.533
seventy	s eh v n iy	5	0.2948
seventy	s eh v nx iy	1	0.265
several	s ah v r el	1	0.306
several	s eh r el	1	0.327
several	s eh r v r ah	1	0.283
several	s eh v ah	1	0.311
several	s eh v er ah	1	0.393
several	s eh v r ah l	5	0.3702
several	s eh v r el	9	0.32
several	s eh v r uh l	1	0.332
several	s eh w r ah	1	0.395
severe	s ih v iy	1	0.339
severe	s ih v iy r	2	0.472
sevices	s er v ah s ih z	1	0.553
sew	s ow	1	0.344
sewer	s uw er	1	0.448
sewn	s ow n	1	0.306
sex	s eh k s	32	0.38040625
sex	s eh k sh	2	0.3915
sex	s k s	1	0.634
sexist	s eh k s ih s t	2	0.462
sexual	s eh k sh ah l	2	0.4925
sexual	s eh k sh el	3	0.464333333333333
sexual	s eh k sh uh el	1	0.445
sexual	s eh k sh uw ah l	1	0.434
sexual	s eh k sh uw el	2	0.37
sexuality	s eh k sh uw ae l ah dx iy	1	0.935
sexuality	s eh k sh uw ae l ih t iy	1	0.673
sexuality	s eh sh uw ae l ah dx iy	1	0.808
shadier	sh ey dx iy er	1	0.54
shadowed	sh ae dx ow dx	1	0.278
shady	sh ey dx iy	2	0.407
shaft	sh ae f	1	0.269
shafted	sh ae f t ih dx	1	0.374
shake	sh ey k	2	0.303
shaken	sh ey k eh n	1	0.511
shaken	sh ey k ih nx	1	0.256
shakes	sh ey k s	1	0.546
shakespeare	sh ey k s p iy r	2	0.5115
shaky	sh ey k iy	2	0.481
shale	sh ih l	1	0.526
shall	sh aa l	1	0.242
shall	sh ae l	1	0.17
shallow	sh ae l ow	1	0.559
shalt	sh eh l tq	1	0.325
shame	sh ey m	2	0.394
shape	sh ey	1	0.354
shape	sh ey p	9	0.378888888888889
shaped	sh ey p t	1	0.318
shapes	sh ey p s	1	0.594
share	sh eh r	18	0.357222222222222
share	sh eh r w	1	0.307
share	sh ih r	1	0.177
shared	sh eh r d	2	0.287
shared	sh eh r dx	2	0.3545
shared	sh er d	1	0.276
sharing	sh eh r ih n	1	0.3
sharing	sh eh r ih ng	3	0.450333333333333
sharing	sh ih r ih ng	1	0.324
shark	sh aa r k	1	0.454
shark	sh ah r k	1	0.29
sharking	sh aa r k ih ng	1	0.541
sharon	sh er ih n	1	0.348
sharp	sh aa r p	2	0.285
sharp	sh ah r p	1	0.391
shave	sh ey v	1	0.554
shaved	sh ey v d	1	0.33
shawn	sh ao n	1	0.365
shawn's	sh ao n z	1	0.503
shawshank	sh ao sh ae ng k	2	0.512
she	ah sh ih	1	0.117
she	ch eh	1	0.196
she	ch ih	2	0.1305
she	ch iy	12	0.314333333333333
she	ch uw	1	0.244
she	ih sh iy	1	0.224
she	iy	3	0.0868666666666667
she	sh	27	0.111985185185185
she	sh ah	2	0.152
she	sh er	1	0.173
she	sh ey	1	0.19
she	sh ih	139	0.154255395683453
she	sh ihn	1	0.214
she	sh iy	835	0.199612814371257
she	sh uw	8	0.193375
she	s ih sh iy	1	0.312
she	t iy	1	0.22
she	t sh iy	2	0.2245
she	zh ih	1	0.0714
she	zh iy	1	0.17
shed	sh eh d	2	0.3595
shed	sh eh dx	1	0.274
she'd	sh ih d	4	0.2125
she'd	sh iy	2	0.1715
she'd	sh iy b	1	0.153
she'd	sh iy d	22	0.226272727272727
she'd	sh iy g	1	0.143
sheep	sh iy p	4	0.369
sheepherder	sh iy p hh ah er dx er	1	0.686
sheepherders	sh iy p hh er er s	1	0.743
sheepherders	sh iy p hh er er z	1	0.85
sheer	sh iy r	2	0.273
sheet	sh ih	1	0.176
sheet	sh iy	1	0.183
sheet	sh iy d	1	0.282
sheet	sh iy t	3	0.297333333333333
sheets	sh iy t s	2	0.416
shelf	sh eh l f	1	0.472
shell	sh eh l	2	0.3025
shell	sh iy ah l dh	1	0.32
she'll	sh ah l	2	0.145
she'll	sh eh l	1	0.241
she'll	sh el	2	0.172
she'll	sh ih	1	0.163
she'll	sh ih l	11	0.216727272727273
she'll	sh uw y	1	0.244
shells	sh eh l z	4	0.5055
shelter	sh eh l dx er	5	0.4056
sheltered	sh eh l dx er d	1	0.588
shepard	sh eh p er d	3	0.533
shepherd	sh eh p er dx	1	0.385
sheriff	sh eh r ah	1	0.47
sherry	sh eh r iy	2	0.2915
she's	ch ih z	1	0.192
she's	ch iy s	1	0.228
she's	ch iy z	1	0.334
she's	sh	1	0.0408
she's	sh ih s	5	0.2932
she's	sh ih z	31	0.235806451612903
she's	sh iy	5	0.1667
she's	sh iy ih z	1	0.723
she's	sh iy s	31	0.325709677419355
she's	sh iy sh	1	0.379
she's	sh iy z	230	0.26834347826087
she's	sh iy zh	4	0.298
she's	sh s	4	0.15725
she's	sh z	4	0.1635
she's	t s iy z	1	0.387
shift	sh ih f	3	0.239333333333333
shift	sh ih f t	9	0.406111111111111
shifts	sh ih f s	3	0.449333333333333
shifts	sh ih f t s	2	0.449
ship	p	1	0.105
ship	sh ih p	5	0.2874
ships	sh ih p s	2	0.389
shirt	sh er t	4	0.41275
shirt	sh er tq	5	0.2646
shirts	sh er tq s	1	0.367
shirts	sh er t s	4	0.33625
shit	sh ih t	6	0.359166666666667
shit	sh ih tq	3	0.311
shit	uh sh ih tq	1	0.613
shit	w el sh ih t	1	0.409
shock	sh aa k	5	0.4906
shocked	sh aa k	1	0.363
shocked	sh aa k t	8	0.4495
shocking	sh aa k ih ng	2	0.5095
shoemaker	sh uw m ey k er	1	0.51
shoes	sh ih z	1	0.33
shoes	sh uw s	2	0.509
shoes	sh uw sh	1	0.483
shoes	sh uw z	12	0.4315
shoestring	sh uw s t r ih ng	1	0.665
shoot	sh uw ch	1	0.314
shoot	sh uw d	1	0.343
shoot	sh uw dx	7	0.241285714285714
shoot	sh uw t	20	0.25565
shoot	sh uw tq	2	0.294
shooting	sh iy d ih ng	1	0.264
shooting	sh uw dx ih ng	8	0.3625
shooting	sh uw dx iy n	1	0.432
shooting	sh uw dx iy ng	4	0.444
shooting	sh uw t en	1	0.388
shooting	sh uw t ih ng	2	0.4255
shooting	sh uw tq en	3	0.301666666666667
shootings	sh uw dx ih ng z	5	0.5094
shoots	sh uw t s	3	0.381
shop	sh aa p	12	0.426916666666667
shop	t sh ao p	1	0.341
shoplifting	sh aa p l ah f t ih ng	1	0.655
shopper's	sh aa p er z	1	0.566
shopping	sh aa p ah ng	1	0.583
shopping	sh aa p eh ng	1	0.407
shopping	sh aa p en	1	0.429
shopping	sh aa p ih n	3	0.423
shopping	sh aa p ih ng	10	0.4873
shopping	sh aa p iy ng	3	0.694666666666667
shops	sh aa p s	4	0.35575
short	sh ah r tq	1	0.228
short	sh ao r t	5	0.3724
short	sh ao r tq	6	0.315
short	sh ow r	1	0.225
short	sh ow r t	1	0.308
shorten	sh ow r n	1	0.284
shorter	sh ow r dx	1	0.248
shortest	sh ao r dx ih s	1	0.399
shortest	sh ao r uh s	1	0.507
shortly	sh ao r t l iy	1	0.33
shortly	sh ao r tq l ey	1	0.356
shortly	sh ao r tq l iy	1	0.46
shorts	sh ao r t s	4	0.537
shot	sh aa dx	8	0.356875
shot	sh aa t	5	0.4168
shot	sh aa tq	6	0.3435
shotgun	sh aa tq g ah n	1	0.61
shotgun	sh aa tq g eh n	1	0.574
shotguns	sh aa tq g ah n z	1	0.688
shots	sh aa t s	1	0.295
should	ay sh uh d	1	0.27
should	sh	9	0.104144444444444
should	sh ah d	1	0.283
should	sh d	1	0.187
should	sh ih	5	0.1382
should	sh ih b	4	0.23875
should	sh ih d	40	0.2153
should	sh ih dx	1	0.2
should	sh uh	19	0.134389473684211
should	sh uh b	6	0.226
should	sh uh d	145	0.236310344827586
should	sh uh dx	22	0.242363636363636
should	sh uh g	1	0.143
should	sh uh v	1	0.27
should	sh uh zh	1	0.196
should	sh uw d	3	0.184
should	sh zh ih d	1	0.475
shoulda	sh uh dx ah	2	0.2905
shoulda	sh uh dx uh	1	0.272
shoulder	sh ow l d er	2	0.4035
shoulder	sh ow l dx er	1	0.558
shoulders	sh ow l d er r zh	1	0.579
shoulders	sh ow l er zh	1	0.437
shouldn't	sh ih d en	3	0.238666666666667
shouldn't	sh ih dx en tq	1	0.422
shouldn't	sh ih en	1	0.219
shouldn't	sh ih n	2	0.2255
shouldn't	sh uh	1	0.173
shouldn't	sh uh d en	6	0.306833333333333
shouldn't	sh uh d en tq	4	0.352
shouldn't	sh uh d tq	1	0.313
shouldn't	sh uh dx en	7	0.276428571428571
shouldn't	sh uh dx en t	2	0.2995
shouldn't	sh uh en	10	0.2591
shouldn't	sh uh en ah	1	0.375
shouldn't	sh uh en n	1	0.327
shouldn't	sh uh n	3	0.236333333333333
shouldn't	sh uh n t en	1	0.486
shouldn't	sh uh tq en	3	0.386
shouldn't	sh uh tq en t	2	0.4285
should've	sh ah dx ih	1	0.176
should've	sh ih d ah v	1	0.346
should've	sh ih dx ih	1	0.234
should've	sh ih uh	1	0.241
should've	sh uh ah	1	0.198
should've	sh uh d ah v	1	0.22
should've	sh uh d uh v	1	0.321
should've	sh uh dx ah v	1	0.517
should've	sh uh dx ih	1	0.242
should've	sh uh dx uh v	1	0.306
shovel	sh ah v el	1	0.342
shoveled	sh ah v el d	1	0.424
show	sh ey	1	0.296
show	sh ow	57	0.292105263157895
show	sh uh	1	0.204
show	sh y ow	1	0.56
showcase	sh ow k ey s	1	0.747
showed	sh ah d	2	0.2505
showed	sh ow	1	0.201
showed	sh ow d	5	0.3052
showed	sh ow dx	5	0.2802
showers	sh aw ah r z	1	0.636
showers	sh aw er z	1	0.491
showers	sh aw er zh	1	0.558
showing	sh ow eh ng	2	0.3085
showing	sh ow ey ng	1	0.324
showing	sh ow ih ng	4	0.40825
showing	sh ow iy ng	1	0.397
shown	sh ow n	4	0.423
shows	sh ah s	1	0.308
shows	sh ah z	1	0.29
shows	sh eh z	1	0.326
shows	sh ih z	1	0.29
shows	sh ow s	5	0.3772
shows	sh ow z	21	0.367190476190476
show's	sh ow z	3	0.29
shrinks	sh r ih ng k s	1	0.442
shuffle	sh ah f el	1	0.45
shuffling	sh ah f el ih n	1	0.42
shuman	sh ah m aa n	1	0.614
shun	sh ah nx	1	0.363
shunned	sh ah n d	1	0.341
shut	sh ah dx	3	0.261333333333333
shut	sh ah t	3	0.299
shut	sh ah tq	1	0.268
shut-outs	sh ah dx aw t s	1	0.74
shuts	sh ah t s	1	0.281
shutters	sh ah dx er z	1	0.503
shy	sh ay	2	0.245
siberia	s ay b iy r iy ah	1	0.856
sibling	s ih b l ih ng	4	0.3915
siblings	s ih b l ih ng	1	0.5
siblings	s ih b l ih ng s	2	0.597
siblings	s ih b l ih ng z	1	0.863
siblings	s ih b l iy ng s	1	0.915
siblings	s ih b l iy ng z	1	0.628
siblings	s ih b l iy n z	1	0.603
sick	s ih k	13	0.358846153846154
sickening	s ih k n ih ng	2	0.5035
side	s ah dx	1	0.22
side	s ay	4	0.2505
side	s ay b	1	0.252
side	s ay d	44	0.374772727272727
side	s ay d n	1	0.563
side	s ay dx	21	0.302428571428571
side	sh ay dx	1	0.293
side	s ih	1	0.14
side	t s ay tq	1	0.16
sides	s ay d s	1	0.628
sides	s ay d zh	1	0.265
sides	s ay z	2	0.3085
side's	s ay d z	1	0.525
sidetracked	s ay ch r ae k	1	0.65
sidewalk	s ay d w ao hh	1	0.491
sidewalks	s ay dx w ao k s	1	0.758
siebert	s iy b er t	1	0.367
sight	s ay dx	1	0.228
sight	s ay t	1	0.32
sight	s ay tq	2	0.381
sights	s ay t s	2	0.3565
sign	s ay m	1	0.36
sign	s ay n	12	0.39675
sign	s ay n eh	1	0.466
sign	s ay nx	1	0.2
sign	t s ay n	1	0.322
signals	s ih ng ah l z	1	0.572
signature	s ih g n eh ch er	3	0.824
signed	s ay n	1	0.267
signed	s ay n d	6	0.353
signed	s ay nx	2	0.334
signed	sh ay n	1	0.366
significant	s ih g n ih f ih g eh n t	1	0.851
significant	s ih g n ih f iy g ehn	1	0.73
significant	s ih g n ih v iy g ih m	1	0.675
significantly	s ih g n ih f ih k eh n tq l iy	1	0.923
significantly	t s ih g d ihn f ih k el iyn	1	0.818
signing	s ay n ih	1	0.264
signing	s ay n ih ng	1	0.51
signing	s ay n iy n	1	0.545
signs	s ayn t s	1	0.466
signs	s ay n z	2	0.429
silence	s ay l ah n s	1	0.617
silence	s ay l eh n s	1	0.549
silenced	s ay l eh n t s d	1	0.625
silently	s ay l ah n l iy	1	0.49
silicon	s ih l ah k ah n	1	0.351
silk	s ih l k	2	0.438
silkscreening	s ah s k r iy nx ih ng	1	0.663
sills	s ih l s	1	0.5
silly	s ah l iy	1	0.441
silly	s ih l iy	3	0.402333333333333
silver	s ih l v er	1	0.303
similar	s ah m ah l ah r	1	0.399
similar	s ah m ah l er	1	0.409
similar	s ah m er	1	0.25
similar	s ah m l er	1	0.254
similar	s eh m el ah r	1	0.481
similar	s eh m l er	1	0.524
similar	s em l er	1	0.321
similar	s ih m ah l ah r	1	0.495
similar	s ih m ah l eh	1	0.32
similar	s ih m el ah er	1	0.36
similar	s ih m ih l ah r	1	0.435
similar	s ih m l er	4	0.373
similar	t s ih m l aa r	1	0.636
similarities	s eh m ah l eh r ih dx iy z	1	0.832
simple	s ah m p el	1	0.352
simple	s ih m p ah l	3	0.412333333333333
simple	s ih m p el	7	0.384714285714286
simpler	s ah m p l er	1	0.441
simpler	s ih m p l er	1	0.492
simplest	s ih m p l ah s	1	0.298
simplest	s ih m p l eh s	1	0.621
simply	s ih m p l ih	2	0.41
simply	s ih m p l iy	8	0.4125
simpson	s ih m p s ah n	1	0.528
simpson	s ih m s en	1	0.39
simpsons	s ih m p s ah n s	3	0.619
simpsons	s ih m p s ih n s	2	0.5455
simpsons	s ih m s ah n s	1	0.442
simpsons	s ih m s ih n s	1	0.541
simpsons	s ih m s ih n z	1	0.45
simpsons	s ih p s ih n s	1	0.405
sin	s eh n	1	0.84
sin	s ih n	3	0.401
sinatra	s ih n aa ch r ah	1	0.417
since	en s	1	0.221
since	s ah n s	7	0.317428571428571
since	s ah s	1	0.19
since	s eh n s	8	0.331875
since	s eh n t s	1	0.582
since	s en d s	1	0.217
since	s en s	5	0.1988
since	s en th	1	0.232
since	s en t s	1	0.242
since	s ih n	1	0.33
since	s ihn n s	1	0.256
since	s ih n s	3	0.192666666666667
since	s ihn s	1	0.21
since	s ih n s	7	0.229142857142857
since	s ihn s	1	0.236
since	s ih n s	10	0.2508
since	s ihn s	1	0.26
since	s ih n s	2	0.2625
since	s ihn s	1	0.272
since	s ih n s	2	0.306
since	s ihn s	1	0.309
since	s ih n s	3	0.315666666666667
since	s ihn s	1	0.319
since	s ih n s	17	0.455529411764706
since	s ih n t	1	0.286
since	s ih n t s	2	0.2745
since	s ihn t s	1	0.556
since	s ih s	2	0.15
since	th ih n s	1	0.182
since	t s en s	1	0.27
since	t s ih n t s	1	0.315
sinead	sh ih n ey	1	0.345
sinful	s eh n f ah l	1	0.352
sing	s ih ng	5	0.3816
sing	s iy ng	1	0.243
singer	s ih ng ah r	2	0.4355
singer	s ih ng er	2	0.3415
singing	s ih ng ih	1	0.253
singing	s ih ng ih n	1	0.448
singing	s ih ng ih ng	1	0.376
singing	s ih ng iy ng	1	0.406
singing	s iy ng	1	0.181
single	s ih g el	1	0.313
single	s ih ng ah l	1	0.374
single	s ih n g ah l	1	0.473
single	s ih ng el	2	0.386
single	s ih ng g ah l	5	0.3636
single	s ih ng g el	14	0.374285714285714
single	s ih ng g l ah	1	0.23
single	s ih ng g ow	1	0.326
single	s ih ng g uh	1	0.268
single	s ih ng k el	1	0.479
single	t s ih ng g el	1	0.656
singled	s ih ng g ah l d	1	0.361
singles	s ih ng g el s	1	0.441
sings	s ih ng s	2	0.377
sinister	s ih nx ih s t er	1	0.449
sink	s ih ng k	3	0.481
sinks	s ih ng k s	1	0.243
sinner	s ih eh n er	1	0.522
sins	s eh n z	1	0.64
sins	s ih n s	1	0.593
sins	s ih n z	1	0.351
sins	s ih n zh	1	0.466
siphoned	s ay f n d	1	0.493
sir	s ah r	1	0.411
sirens	s ay er eh n z	1	0.46
sister	s eh s ch er	1	0.4
sister	s ih s ch	2	0.2265
sister	s ih s ch er	16	0.3775
sister	s ih s ch ih	2	0.301
sister	s ih s er	2	0.345
sister	s ih sh ch er	1	0.537
sister	s ih s t ah r	2	0.409
sister	s ih s t er	43	0.44546511627907
sister	s ih s t ih r	1	0.41
sister	s ih s z er	1	0.44
sister	s uh s ch er	1	0.361
sister	s uh s t ih	1	0.416
sisters	s ah s ch er z	1	0.488
sisters	s ah s t er z	1	0.364
sisters	s ih s ch er z	1	0.367
sisters	s ih s er z	2	0.4085
sisters	s ih s t eh r z	1	0.427
sisters	s ih s t er s	2	0.6045
sisters	s ih s t er z	8	0.59075
sisters	s ih s t ih r z	1	0.661
sisters	s ih s t uh z	1	0.538
sisters	s ih s t uw z	1	0.511
sister's	s ih s ch er s	1	0.54
sister's	s ih sh er s	1	0.312
sister's	s ih s t er s	3	0.466666666666667
sister's	s ih s t er z	4	0.4235
sister's	s ih s t ih r z	1	0.416
sister's	s ih s t ih z	1	0.405
sit	s ah t	2	0.18
sit	s ah tq	2	0.19
sit	s eh dx	1	0.199
sit	s eh t	1	0.215
sit	s eh tq	2	0.18
sit	sh ih d	1	0.19
sit	s ih	6	0.138
sit	s ih d	6	0.170166666666667
sit	s ih dx	24	0.206083333333333
sit	s ih t	36	0.202277777777778
sit	s ih t d	1	0.307
sit	s ih tq	20	0.24495
sit	s ih t t	1	0.283
sit	s uh tq	1	0.151
sit	z ih t	1	0.149
site	s ay d	1	0.28
site	s ay dx	1	0.32
site	s ay t	3	0.362
site	s ay tq	1	0.36
sites	s ay t s	2	0.418
sits	s ih t s	6	0.355666666666667
sitter	s ih dx er	2	0.3295
sitting	s eh tq en	3	0.246666666666667
sitting	s ih dx en	1	0.2
sitting	s ih dx ih ng	17	0.274764705882353
sitting	s ih dx iy	1	0.203
sitting	s ih dx iy n	1	0.431
sitting	s ih dx iy ng	1	0.395
sitting	s ih en	2	0.1815
sitting	s ih ih ng	1	0.365
sitting	s ih iy n	1	0.254
sitting	s ih iy ng	1	0.208
sitting	s ih n	1	0.215
sitting	s ih ng	1	0.273
sitting	s ih t	2	0.2895
sitting	s ih t ah	1	0.221
sitting	s ih t ih ng	1	0.27
sitting	s ih tq	1	0.245
sitting	s ih tq en	15	0.2698
sitting	s ih tq ih ng	2	0.356
situation	s ah ch uw ey sh en	1	0.572
